country,country_id,year,electoral_democracy_index,electoral_fairness_index,liberal_democracy_index,freedom_of_expression_index,freedom_of_association_index,free_and_fair_elections_index,civil_society_participation_index,voting_age_restrictions,compulsory_voting,women_voting_rights,election_monitoring_quality,campaign_donation_regulation,public_campaign_financing,vote_buying,campaign_freedom,electoral_fairness_index,election_result_acceptance,voter_turnout,voter_participation_rate,party_ban_restrictions,opposition_party_autonomy,academic_freedom,religious_freedom,freedom_of_movement,men_domestic_movement_freedom,women_domestic_movement_freedom,freedom_to_choose_residence,men_property_rights,women_property_rights,state_control_over_internet,state_territorial_control,civil_society_organizational_autonomy,civil_society_repression,government_consultation_with_civil_society,gender_inclusion_in_civil_society,religious_organization_control,media_censorship,media_censorship_effort,media_censorship_binary,journalist_harassment,media_self_censorship,media_bias,media_corruption,legislative_constraints_on_executive,judicial_constraints_on_executive,other_constraints_on_executive,education_equality,health_equality,gdp_per_capita
Mauritania,65,2007,0.452,-0.462,0.235,0.883,0.702,0.453,0.446,18.0,0.0,2.0,0.0,1.011,0.229,-1.056,2.481,-0.462,-0.151,70.16,53.55,0.482,0.769,1.818,-2.056,1.031,1.327,1.328,0.753,1.167,0.832,1.546,81.0,1.872,1.529,-0.45,0.899,-0.442,1.146,2.003,0.901,1.802,1.787,1.631,1.059,-0.07,-2.244,-1.441,-1.724,-0.73,6.407
Canada,66,2015,0.814,1.728,0.745,0.931,0.863,0.902,0.871,18.0,0.0,2.0,0.0,2.776,1.278,2.755,1.765,1.728,1.737,68.28,62.12,2.327,2.519,2.106,2.101,2.272,1.772,2.207,1.215,1.845,2.291,1.843,97.833,1.79,1.755,1.604,1.922,-0.174,2.566,1.208,0.983,2.195,2.166,1.678,2.905,1.419,1.276,2.253,1.557,1.805,101.801
Canada,66,2019,0.851,2.154,0.768,0.944,0.878,0.943,0.915,18.0,0.0,2.0,0.0,2.776,1.461,2.65,1.819,2.154,1.63,67.65,62.42,2.327,2.519,2.463,1.985,2.225,1.149,1.479,0.869,1.743,2.017,1.843,97.0,2.496,1.875,2.423,1.922,-0.013,3.0,2.027,0.983,2.901,2.005,1.638,2.905,1.419,1.078,2.085,2.121,2.177,104.068
Botswana,68,2009,0.713,1.411,0.615,0.811,0.894,0.856,0.792,18.0,0.0,2.0,0.0,-0.736,-2.505,0.529,0.958,1.411,1.55,76.71,62.2,2.23,1.694,1.501,1.918,2.037,1.528,1.932,0.362,1.625,1.2,1.795,98.533,2.588,2.289,1.07,1.445,0.861,1.019,1.418,0.995,1.549,1.428,0.923,1.63,0.448,1.235,0.834,0.632,0.952,26.424
Burundi,69,2005,0.299,0.218,0.146,0.672,0.537,0.261,0.68,18.0,0.0,2.0,0.0,0.416,-0.659,-0.641,1.147,0.218,0.133,77.23,70.39,1.363,0.529,-0.315,1.911,-0.168,0.28,0.611,0.473,0.594,-1.879,1.239,92.778,0.068,-0.53,1.053,1.45,0.64,-0.549,1.108,0.925,-0.143,1.048,2.236,0.737,1.347,0.09,-1.504,-1.082,-0.642,1.935
Burundi,69,2010,0.321,-1.594,0.143,0.552,0.436,0.325,0.651,18.0,0.0,2.0,0.0,0.51,-0.659,-1.429,0.179,-1.594,-1.534,76.98,58.69,1.221,0.035,-1.188,1.428,-0.168,-0.089,0.724,0.653,0.594,-1.827,1.239,93.889,0.111,-1.552,0.811,1.244,0.64,-0.588,1.264,0.925,-0.024,0.71,1.377,0.575,1.267,0.152,-1.504,-1.082,-0.642,1.908
Cape Verde,70,2011,0.792,1.723,0.706,0.88,0.912,0.86,0.709,18.0,0.0,2.0,0.0,1.294,1.438,0.831,2.119,1.723,1.766,76.01,86.18,1.875,2.535,1.738,2.09,2.538,1.61,1.634,1.179,1.373,1.549,1.116,100.0,1.839,3.023,1.555,1.038,0.137,2.151,2.192,0.975,2.292,0.953,1.766,1.499,0.821,2.61,0.503,0.813,0.915,13.552
Central African Republic,71,1998,0.352,-0.561,0.219,0.702,0.583,0.209,0.581,18.0,0.0,2.0,0.0,-0.663,-0.744,-2.422,0.692,-0.561,-1.014,58.45,53.6,1.503,0.474,0.82,0.912,-0.499,-0.629,0.007,1.305,-0.077,0.05,-0.306,84.4,1.358,-0.389,0.746,0.789,0.327,-0.099,1.101,-2.199,0.317,0.461,2.077,1.28,0.612,0.588,0.181,-0.614,-0.029,2.251
Central African Republic,71,1999,0.344,-0.561,0.216,0.702,0.588,0.183,0.516,18.0,0.0,2.0,0.0,-0.663,-0.744,-2.422,0.692,-0.561,-1.014,59.14,63.71,1.503,0.474,0.82,0.912,-0.499,-0.629,0.007,1.305,-0.077,0.05,-0.306,84.4,1.358,-0.389,0.153,0.789,0.327,-0.099,1.101,-2.199,0.317,0.461,2.077,1.28,0.612,0.588,0.181,-0.614,-0.029,2.258
Central African Republic,71,2005,0.293,-0.559,0.173,0.688,0.571,0.15,0.63,18.0,0.0,2.0,0.0,-0.663,-0.751,-2.027,0.999,-0.559,-1.047,72.7,45.14,1.503,0.474,1.082,0.912,-0.704,-0.629,-0.073,1.135,-0.077,0.639,-0.306,79.5,1.358,-0.623,1.108,0.789,-0.336,-0.099,1.101,-1.035,-0.141,0.461,1.719,1.28,0.612,0.588,0.181,-0.614,-0.771,2.121
Central African Republic,71,2011,0.319,-1.173,0.183,0.703,0.541,0.124,0.627,18.0,0.0,2.0,1.0,-0.663,-0.751,-2.275,0.993,-1.173,-1.35,61.2,55.71,1.503,0.474,1.003,0.912,-0.704,-0.629,-0.073,1.135,-0.077,0.639,-0.306,73.667,1.358,-0.623,1.126,0.789,-0.336,-0.099,1.101,-1.035,-0.141,0.461,1.8,1.28,0.612,0.588,0.181,-0.614,-0.771,2.233
Chile,72,2009,0.887,2.479,0.835,0.94,0.918,0.969,0.782,18.0,1.0,2.0,0.0,1.116,1.078,1.47,2.254,2.479,1.834,86.99,59.17,2.29,2.783,2.269,2.069,2.675,2.561,2.368,1.627,2.324,1.607,1.92,97.5,2.755,2.985,1.519,1.915,1.5,2.795,2.282,0.98,2.152,2.26,1.958,2.977,0.763,0.992,0.279,-0.03,0.571,44.891
Chile,72,2010,0.887,2.479,0.838,0.936,0.921,0.969,0.718,18.0,1.0,2.0,0.0,1.21,1.169,1.913,2.254,2.479,1.834,86.94,59.14,2.29,3.166,2.269,2.069,2.675,2.561,2.368,1.627,2.324,1.607,1.92,97.5,2.755,2.985,0.907,1.915,1.5,2.795,2.282,0.98,2.152,2.26,2.161,2.977,0.763,0.992,0.348,-0.03,0.651,46.817
Costa Rica,73,1994,0.896,1.936,0.845,0.963,0.941,0.934,0.945,18.0,1.0,2.0,0.0,1.943,2.481,0.548,-1.458,1.936,1.189,81.11,84.22,2.402,2.66,3.309,1.924,1.851,1.722,2.325,0.864,2.496,2.718,1.978,97.333,3.666,2.414,2.953,2.315,1.172,2.557,0.812,0.922,1.797,2.586,2.794,2.082,1.115,2.274,-0.488,1.925,2.565,21.381
Costa Rica,73,1998,0.894,1.963,0.843,0.963,0.94,0.931,0.945,18.0,1.0,2.0,0.0,1.943,2.481,0.548,-1.457,1.963,1.203,69.99,73.72,2.402,2.66,3.309,1.924,1.851,1.722,2.325,0.94,2.496,2.718,1.978,97.333,3.666,2.414,2.953,2.315,1.172,2.557,0.812,0.922,1.797,2.586,2.794,2.082,0.682,2.274,-0.488,1.925,2.565,22.997
Costa Rica,73,2002,0.896,1.957,0.846,0.964,0.939,0.937,0.955,18.0,1.0,2.0,0.0,1.943,2.481,0.547,-1.073,1.957,1.207,68.84,67.04,2.402,2.66,3.309,1.924,1.851,1.722,2.325,0.94,2.496,2.718,1.978,97.333,3.666,2.414,2.953,2.315,1.172,2.557,2.221,0.922,1.797,2.586,2.317,2.082,0.682,2.274,0.495,1.793,2.565,24.472
Costa Rica,73,2006,0.905,2.312,0.851,0.962,0.942,0.953,0.949,18.0,1.0,2.0,0.0,2.221,2.481,1.288,0.918,2.312,0.683,65.21,63.96,2.402,2.66,3.309,1.924,1.851,1.722,2.325,0.94,2.496,2.718,1.978,97.333,3.666,2.414,2.953,2.315,1.172,2.557,2.221,0.922,1.797,2.273,2.317,2.082,0.682,2.274,0.495,1.793,2.565,27.228
Costa Rica,73,2010,0.911,2.343,0.859,0.966,0.942,0.957,0.949,18.0,1.0,2.0,0.0,3.4,2.388,1.503,1.074,2.343,1.624,69.12,62.27,2.402,2.66,3.309,1.924,1.851,1.722,2.325,1.024,2.494,2.691,1.978,97.333,3.666,2.414,2.953,2.315,1.172,2.557,2.221,0.922,1.797,2.758,2.317,2.194,0.682,2.274,0.495,1.793,2.565,30.585
Timor-Leste,74,2002,0.567,0.451,0.426,0.834,0.793,0.539,0.608,17.0,0.0,2.0,0.0,-0.501,0.937,0.162,0.407,0.451,0.103,97.26,87.79,1.39,1.704,1.587,1.436,1.154,0.633,1.634,0.131,0.923,0.971,0.672,92.8,1.045,2.371,0.385,1.22,0.616,1.152,0.385,0.961,1.054,1.444,2.029,0.147,0.234,1.522,0.357,-1.273,-1.674,5.574
Timor-Leste,74,2007,0.621,0.638,0.469,0.8,0.824,0.665,0.661,17.0,0.0,2.0,0.0,0.366,1.325,1.051,1.528,0.638,-0.105,81.0,71.63,1.39,1.704,1.583,1.87,1.679,0.633,1.742,0.131,0.943,1.002,1.03,97.0,1.43,2.371,0.909,1.22,1.412,1.019,0.385,0.961,1.054,0.777,1.211,0.147,-0.006,1.652,0.357,-1.273,-1.674,5.591
Timor-Leste,74,2012,0.656,0.618,0.502,0.817,0.837,0.715,0.631,17.0,0.0,2.0,0.0,0.487,1.325,0.808,1.542,0.618,0.577,78.1,97.11,1.39,1.704,1.803,1.87,1.912,1.206,1.742,0.218,0.98,1.002,1.03,97.0,1.43,2.371,0.909,1.22,1.412,1.039,0.385,0.961,1.419,0.777,1.271,0.147,-0.027,1.652,0.357,-1.219,-0.982,7.318
Timor-Leste,74,2017,0.662,1.29,0.489,0.772,0.803,0.806,0.62,17.0,0.0,2.0,0.0,0.136,1.327,0.713,2.014,1.29,0.282,76.74,83.26,1.39,1.351,1.371,1.41,1.511,1.057,1.426,-0.472,0.734,0.864,1.409,95.0,1.602,1.228,0.89,1.166,1.345,0.688,0.18,0.961,0.982,0.446,0.79,0.394,0.316,1.293,0.487,-0.842,-0.982,7.391
Timor-Leste,74,2018,0.688,1.29,0.507,0.807,0.819,0.813,0.631,17.0,0.0,2.0,0.0,0.136,1.327,0.758,2.014,1.29,1.696,80.98,91.53,1.39,1.335,1.664,1.41,1.542,1.057,1.426,-0.472,0.734,0.968,1.409,95.9,1.602,1.638,0.89,1.166,1.345,1.265,0.18,0.961,0.982,0.446,0.79,0.394,0.316,1.293,0.487,-0.842,-0.693,7.409
Ecuador,75,2006,0.703,1.185,0.461,0.797,0.879,0.793,0.809,16.0,2.0,2.0,0.0,0.543,0.308,-0.011,0.472,1.185,1.675,76.01,84.12,1.982,2.381,1.713,2.206,1.281,1.69,2.328,0.845,1.5,1.756,1.339,95.6,1.749,1.429,1.223,1.65,1.013,0.761,-0.054,0.943,0.805,0.958,1.529,0.855,0.535,0.615,-0.593,0.06,-0.452,18.369
Ecuador,75,2009,0.612,1.078,0.332,0.786,0.742,0.739,0.719,16.0,2.0,2.0,0.0,1.093,0.868,-0.025,1.249,1.078,1.609,75.72,90.47,1.982,1.903,1.308,2.224,1.747,1.69,2.328,0.671,1.417,1.701,1.97,95.6,0.645,-0.148,0.605,1.732,1.013,0.925,-0.735,0.943,0.839,0.524,1.676,0.967,1.051,1.042,0.291,0.638,0.337,19.852
France,76,2007,0.878,2.158,0.805,0.96,0.908,0.945,0.924,18.0,0.0,2.0,0.0,3.709,2.679,2.496,2.378,2.158,1.708,83.97,76.75,1.634,2.576,3.04,2.265,2.474,2.031,2.32,1.57,2.37,2.803,1.884,94.944,2.236,2.926,2.359,2.631,0.493,2.502,1.709,0.949,3.039,2.913,1.766,3.137,1.269,1.475,2.055,2.512,3.386,88.278
France,76,2017,0.887,2.105,0.815,0.971,0.9,0.956,0.898,18.0,0.0,2.0,0.0,3.709,2.679,2.222,2.33,2.105,1.661,77.77,70.87,1.634,2.576,3.04,1.625,2.262,2.031,2.32,1.57,2.37,2.803,1.884,96.333,2.122,2.721,1.939,2.631,0.455,2.435,1.54,0.949,3.039,2.913,2.948,3.137,1.232,1.583,2.179,2.512,2.609,89.675
Guatemala,78,2003,0.548,0.264,0.367,0.754,0.826,0.541,0.674,18.0,0.0,2.0,1.0,0.187,0.145,-0.405,-0.708,0.264,0.175,54.5,50.56,1.322,1.868,1.36,1.521,0.98,1.757,0.713,2.671,1.08,0.801,1.651,84.0,2.347,1.464,1.061,1.247,1.112,0.865,1.065,0.954,0.675,1.087,0.94,0.715,-0.014,-0.635,-0.262,-0.891,-0.735,13.059
Guatemala,78,2007,0.568,0.581,0.391,0.749,0.823,0.585,0.674,18.0,0.0,2.0,0.0,0.469,0.213,-0.977,-0.476,0.581,0.701,60.46,57.19,1.322,1.868,1.36,1.521,0.98,1.757,0.713,2.671,1.08,0.825,1.651,89.95,2.347,1.464,1.061,1.247,1.112,0.728,1.065,0.954,0.675,1.087,0.94,0.715,-0.014,-0.635,-0.262,-0.891,-0.735,14.077
Guatemala,78,2015,0.595,0.784,0.433,0.765,0.822,0.642,0.667,18.0,0.0,2.0,0.0,0.589,0.273,-0.868,-0.65,0.784,1.595,71.33,62.6,1.322,1.811,1.204,1.521,1.366,1.411,0.689,2.671,1.08,0.823,1.245,90.938,1.967,1.464,1.01,1.299,1.112,1.067,1.686,0.954,0.675,1.404,0.94,0.921,-0.539,-0.097,-0.116,-1.156,-1.122,15.46
Iraq,80,2005,0.24,-0.194,0.122,0.652,0.669,0.099,0.561,18.0,0.0,2.0,0.0,0.657,-0.527,-0.887,-0.111,-0.194,-0.707,79.63,89.22,0.166,0.75,0.42,0.839,1.374,0.464,-0.986,-0.566,1.048,1.115,-1.112,64.423,0.974,1.105,0.636,0.695,1.697,0.901,0.106,1.006,-0.935,0.808,0.772,-0.437,-0.756,0.725,-1.323,-0.308,-0.033,12.207
Iraq,80,2010,0.421,-0.359,0.276,0.629,0.69,0.405,0.599,18.0,0.0,2.0,1.0,0.628,-0.527,-1.446,-0.101,-0.359,-0.915,62.4,70.12,0.188,0.745,0.071,0.813,1.374,0.942,-0.959,-0.566,1.048,1.115,-0.94,66.923,0.989,1.128,0.566,0.756,1.558,0.741,0.106,1.006,-0.859,0.556,0.657,-0.393,-0.691,0.705,-1.323,-0.308,0.081,17.739
Ireland,81,2007,0.896,2.288,0.822,0.976,0.918,0.946,0.947,18.0,0.0,2.0,0.0,2.158,2.223,2.069,2.078,2.288,1.805,67.03,68.89,2.203,2.97,2.637,1.99,2.122,1.941,2.118,1.324,2.195,2.428,1.615,96.786,2.238,3.07,2.492,2.322,0.663,3.014,2.079,0.983,2.804,3.148,2.748,2.533,1.184,1.99,1.623,2.305,1.628,113.463
Italy,82,2006,0.855,1.931,0.778,0.942,0.923,0.914,0.928,18.0,0.0,2.0,0.0,1.124,2.458,0.653,2.476,1.931,0.571,83.62,82.13,1.347,2.904,3.207,2.18,2.707,2.431,2.656,2.314,1.952,2.052,1.92,92.773,3.0,3.026,2.268,2.06,0.75,2.351,2.111,1.007,2.117,1.716,2.062,1.992,1.272,2.466,2.109,2.284,2.566,78.96
Italy,82,2008,0.857,1.929,0.77,0.939,0.922,0.922,0.934,18.0,0.0,2.0,0.0,1.124,2.458,0.663,2.491,1.929,1.982,80.54,79.13,1.347,2.904,3.207,2.18,2.707,2.431,2.656,2.156,1.952,2.052,1.92,92.364,2.722,3.206,2.268,2.123,0.75,1.76,2.111,1.007,2.117,1.716,2.349,1.863,1.272,2.466,2.109,2.284,2.566,79.068
Italy,82,2018,0.869,2.251,0.788,0.955,0.907,0.94,0.86,18.0,0.0,2.0,0.0,1.94,1.307,0.999,1.858,2.251,1.904,72.93,65.18,1.257,2.314,2.623,2.18,2.707,1.74,2.656,1.621,2.353,2.443,1.92,93.714,3.001,2.192,1.015,1.771,0.602,2.88,2.111,1.007,2.553,1.716,1.861,2.202,1.78,2.466,2.074,2.284,2.749,73.353
Jordan,83,1997,0.226,-0.766,0.199,0.403,0.522,0.375,0.448,19.0,0.0,2.0,0.0,0.079,-1.236,-1.433,-0.631,-0.766,-0.113,47.45,26.56,1.153,0.567,0.573,0.522,0.93,1.633,-0.285,0.236,1.054,1.279,1.332,97.833,0.021,0.022,-0.092,1.026,0.732,-0.707,0.008,-1.175,-0.932,-0.894,0.59,-0.653,1.093,0.005,-1.833,0.77,0.834,12.829
Jordan,83,2003,0.21,-0.532,0.155,0.467,0.519,0.184,0.448,19.0,0.0,2.0,0.0,0.079,-1.236,-1.43,-0.604,-0.532,-0.112,57.75,44.19,1.153,0.567,0.31,0.272,0.939,1.633,0.74,1.206,1.054,1.279,1.332,97.833,-0.107,0.022,-0.092,1.026,0.732,-0.982,0.008,0.961,-0.115,-0.894,0.592,-0.653,-0.232,0.005,-1.833,1.029,0.906,15.405
Jordan,83,2010,0.24,-0.573,0.211,0.541,0.543,0.339,0.504,19.0,0.0,2.0,1.0,0.079,-1.108,-1.084,0.04,-0.573,-0.754,53.0,33.88,1.153,0.567,0.705,0.35,0.939,1.633,0.74,1.26,1.054,1.337,1.332,97.833,0.213,0.176,0.193,1.026,0.867,-0.895,0.138,0.961,-0.082,-0.824,0.953,-0.653,-0.232,0.005,-1.833,1.029,1.005,21.078
Jordan,83,2013,0.256,-0.531,0.222,0.547,0.509,0.476,0.581,19.0,0.0,2.0,1.0,0.066,-1.191,-0.562,0.209,-0.531,-0.619,56.45,34.11,1.153,0.173,0.783,0.453,0.939,1.22,0.886,0.562,2.141,1.248,1.099,97.583,0.269,0.394,0.592,0.875,0.251,-0.908,0.002,0.961,0.01,-0.678,0.871,-0.536,0.245,-0.036,-1.833,1.161,0.948,20.636
Jordan,83,2016,0.24,-0.426,0.195,0.565,0.518,0.333,0.641,18.0,0.0,2.0,0.0,0.154,-1.129,-0.585,0.221,-0.426,-0.425,36.1,31.1,1.153,0.173,0.783,0.453,0.939,1.411,0.656,1.3,1.436,1.04,1.099,97.583,0.235,0.44,0.592,0.918,-0.039,-0.957,0.002,0.961,-0.038,-0.678,1.285,-0.536,0.213,-0.036,-1.083,0.746,1.195,19.47
Latvia,84,1993,0.744,1.684,0.624,0.935,0.851,0.779,0.653,21.0,0.0,2.0,0.0,1.135,-0.789,1.623,1.621,1.684,0.816,89.88,57.72,1.123,2.557,2.374,1.876,1.096,1.432,2.486,-0.084,0.469,1.047,1.442,99.0,1.584,2.672,0.798,2.412,0.443,2.56,1.905,-1.182,2.381,1.465,1.612,1.627,0.869,0.79,0.933,2.437,1.632,21.679
Latvia,84,1995,0.8,1.691,0.676,0.934,0.873,0.863,0.715,21.0,0.0,2.0,0.0,1.745,-0.789,0.338,1.6,1.691,1.4,71.9,50.64,1.123,2.557,2.374,1.876,1.446,1.432,2.486,0.18,2.074,1.734,1.442,95.455,1.96,2.672,1.204,2.412,0.443,2.56,1.905,-1.182,2.381,1.465,1.6,1.627,0.869,0.881,0.933,2.437,1.632,20.688
Latvia,84,1998,0.813,1.685,0.698,0.935,0.874,0.885,0.716,21.0,0.0,2.0,0.0,1.745,-0.789,1.037,1.571,1.685,1.419,70.9,51.91,1.123,2.557,2.374,1.876,1.446,1.432,2.486,1.232,2.074,1.734,1.442,95.455,1.96,2.672,1.204,2.412,0.443,2.56,1.905,0.919,2.381,1.465,1.619,1.627,0.725,0.881,0.933,2.437,1.843,24.083
Latvia,84,2002,0.813,1.693,0.706,0.935,0.872,0.893,0.753,21.0,0.0,2.0,0.0,1.745,-0.789,1.903,1.616,1.693,1.404,71.17,55.08,1.123,2.557,2.374,1.876,1.446,1.432,2.486,1.702,2.074,1.734,1.442,95.455,1.96,2.672,1.502,2.412,0.443,2.56,1.905,0.919,2.381,1.465,1.624,1.473,0.725,0.881,1.24,2.437,1.843,30.677
Latvia,84,2006,0.811,0.77,0.699,0.936,0.873,0.882,0.77,21.0,0.0,2.0,0.0,2.218,-0.789,0.96,1.959,0.77,1.264,60.98,50.18,1.123,2.557,2.374,1.876,1.505,1.432,2.486,1.833,2.074,1.734,1.442,94.818,1.96,2.672,1.502,2.412,0.443,2.56,1.905,0.919,2.381,1.465,1.79,1.255,0.725,0.881,1.686,2.437,1.998,43.132
Latvia,84,2010,0.796,1.76,0.699,0.937,0.872,0.852,0.816,18.0,0.0,2.0,0.0,2.551,-0.724,1.007,1.965,1.76,1.72,64.72,52.46,1.123,2.557,2.583,2.098,2.112,2.123,2.486,1.833,2.074,2.385,1.442,98.182,1.96,2.672,1.901,2.412,0.443,2.56,1.905,0.919,2.175,1.465,1.981,1.502,0.844,0.881,1.686,2.437,1.998,43.733
Latvia,84,2011,0.82,1.76,0.725,0.942,0.873,0.891,0.806,18.0,0.0,2.0,0.0,2.807,-0.565,1.246,1.965,1.76,1.72,59.49,53.02,1.123,2.557,2.583,2.098,2.26,2.123,2.486,1.833,2.074,2.385,1.442,98.0,1.96,2.672,1.901,2.412,0.443,2.56,1.905,0.919,2.175,1.465,2.222,1.542,0.898,0.921,1.686,2.437,1.998,45.52
Latvia,84,2014,0.837,2.174,0.752,0.95,0.883,0.902,0.84,18.0,0.0,2.0,0.0,2.552,0.522,0.853,1.877,2.174,1.161,58.8,51.69,1.123,2.557,2.839,2.188,2.282,2.123,2.486,1.987,2.074,2.385,1.908,97.778,2.424,2.672,2.265,2.412,0.443,3.05,1.905,0.919,2.176,1.74,2.247,1.826,0.898,0.954,1.574,2.352,1.911,50.785
Latvia,84,2018,0.834,2.148,0.745,0.946,0.891,0.894,0.808,18.0,0.0,2.0,0.0,2.552,0.643,1.506,2.077,2.148,1.732,54.58,53.55,1.049,2.557,2.421,2.135,2.151,2.04,2.486,2.138,2.074,2.377,1.908,96.5,2.424,2.672,1.873,2.412,0.452,2.108,1.905,0.919,3.116,1.854,1.986,1.626,1.132,1.145,1.573,1.941,1.943,58.76
Lesotho,85,2002,0.501,1.496,0.378,0.697,0.844,0.457,0.702,18.0,0.0,2.0,0.0,0.651,0.736,0.222,0.8,1.496,-0.419,66.69,49.61,1.711,2.102,1.028,1.918,1.133,1.965,1.072,1.037,1.216,0.205,0.362,79.636,1.914,1.114,0.541,1.259,1.089,0.916,1.07,0.977,-0.093,1.341,0.618,1.046,1.308,1.769,1.041,1.509,1.045,4.994
Lesotho,85,2007,0.577,0.313,0.422,0.693,0.843,0.647,0.702,18.0,0.0,2.0,0.0,0.651,0.736,0.272,1.015,0.313,-0.326,49.0,38.63,1.711,2.102,1.167,1.918,1.324,1.965,1.072,1.037,1.216,0.921,0.362,79.636,1.914,1.114,0.541,1.259,1.089,0.536,1.07,0.977,-0.093,1.341,0.618,1.046,1.308,1.769,1.041,1.509,1.045,5.76
Lesotho,85,2012,0.587,0.605,0.455,0.702,0.843,0.659,0.704,18.0,0.0,2.0,0.0,0.651,0.736,0.219,1.379,0.605,-0.007,50.04,50.32,1.711,2.102,1.199,2.066,1.397,1.965,1.795,0.914,1.339,0.998,0.362,79.636,1.914,1.114,0.541,1.259,1.089,0.536,1.07,0.977,0.16,1.341,0.618,1.12,1.308,1.769,1.041,1.576,1.045,6.794
Liberia,86,2005,0.277,0.413,0.269,0.835,0.758,0.129,0.885,18.0,0.0,2.0,0.0,1.715,-2.071,-0.918,0.129,0.413,-0.286,76.49,70.6,0.895,1.041,2.112,1.596,2.006,1.579,1.801,1.191,1.12,1.346,0.549,85.636,2.117,2.436,1.063,2.333,0.246,0.742,1.689,-0.879,1.263,1.393,1.117,-0.705,0.934,1.752,-0.693,-0.684,-1.643,1.992
Liberia,86,2011,0.645,0.325,0.489,0.899,0.852,0.613,0.925,18.0,0.0,2.0,0.0,1.587,-1.726,-0.909,-1.314,0.325,-0.85,71.64,67.39,1.673,1.433,2.702,1.635,2.006,1.97,1.801,1.261,1.12,1.389,0.697,91.417,2.693,1.983,1.291,2.333,0.282,0.804,1.689,0.694,1.42,1.775,1.732,0.869,0.591,1.274,-0.693,-0.584,-1.42,2.479
Liberia,86,2017,0.617,0.286,0.46,0.864,0.862,0.575,0.924,18.0,0.0,2.0,0.0,0.757,-1.726,-0.901,-0.558,0.286,-0.525,75.19,70.79,1.673,1.659,1.94,1.812,2.354,1.922,1.73,0.855,1.502,1.339,0.803,91.4,2.693,1.88,1.291,2.333,0.523,1.224,1.234,0.694,1.152,1.025,1.654,0.227,0.81,1.565,-0.693,-0.772,-1.537,2.66
Malawi,87,1999,0.507,-0.44,0.4,0.661,0.792,0.537,0.777,18.0,0.0,2.0,0.0,-2.164,-2.063,-1.096,-0.913,-0.44,-0.529,93.76,93.96,2.149,1.195,0.282,0.658,2.04,0.781,0.443,0.989,0.715,0.943,1.99,98.812,1.442,0.194,1.73,1.677,1.184,0.802,2.018,-1.226,0.483,0.145,0.906,0.852,0.68,1.021,-0.617,-1.151,-1.273,2.405
Malawi,87,2004,0.458,-1.032,0.379,0.709,0.828,0.349,0.73,18.0,0.0,2.0,0.0,-2.164,-2.063,-1.142,-1.269,-1.032,-0.795,63.59,58.46,2.149,1.445,0.282,1.797,2.04,2.21,1.829,0.989,0.715,0.943,1.99,98.812,1.668,0.68,1.73,1.677,1.606,0.802,2.018,0.959,0.483,0.863,0.906,0.852,0.41,1.021,-0.617,-1.151,-1.273,2.402
Malawi,87,2009,0.496,0.492,0.399,0.731,0.829,0.423,0.805,18.0,0.0,2.0,0.0,-2.11,-1.637,-1.29,0.617,0.492,-0.061,78.28,73.93,2.149,1.445,0.503,1.643,2.012,2.21,1.506,0.989,0.897,0.847,1.99,98.812,1.668,0.68,1.631,1.677,1.606,0.802,2.018,0.959,0.682,0.803,0.906,0.71,0.327,0.932,-0.617,-1.151,-1.273,2.741
Malawi,87,2014,0.543,0.217,0.438,0.827,0.856,0.444,0.791,18.0,0.0,2.0,1.0,-2.082,-1.304,-1.103,0.969,0.217,-0.384,70.75,64.66,2.149,1.604,1.176,2.222,2.113,2.21,1.591,0.766,0.984,0.864,1.016,98.846,1.715,1.535,1.593,1.438,1.742,1.195,1.669,0.959,1.049,1.333,1.743,0.672,0.283,1.027,-1.53,-1.441,-0.867,2.809
Malawi,87,2019,0.476,-0.663,0.409,0.804,0.771,0.372,0.825,18.0,0.0,2.0,1.0,-0.485,-1.259,-0.359,0.689,-0.663,-2.66,74.44,52.83,2.149,1.108,0.98,1.631,2.108,1.849,1.386,1.207,1.299,1.352,1.913,99.8,1.425,0.883,1.1,0.937,2.084,0.769,1.211,0.959,0.85,1.24,1.388,1.127,-0.477,0.565,-1.985,-0.996,-2.037,2.915
Maldives,88,2009,0.603,0.639,0.4,0.835,0.747,0.658,0.712,18.0,0.0,2.0,0.0,0.913,-0.039,-0.836,1.22,0.639,0.789,78.87,59.11,1.569,0.741,1.258,-2.581,2.069,1.649,-0.404,0.818,0.883,1.19,1.089,98.0,1.001,1.914,1.079,1.041,0.509,2.0,0.736,0.963,1.618,0.595,0.847,0.992,0.96,1.328,-1.383,1.07,-0.228,27.297
Maldives,88,2014,0.402,-0.209,0.208,0.6,0.623,0.411,0.556,18.0,0.0,2.0,1.0,0.395,-0.742,-1.668,0.707,-0.209,-0.755,77.93,75.68,1.594,0.864,0.024,-2.503,0.57,1.646,-0.296,0.807,1.215,1.19,1.089,97.7,-0.229,0.067,0.089,0.97,-0.037,-0.44,-0.739,0.963,-0.004,1.051,0.69,0.286,-0.104,1.195,-1.383,0.419,-0.012,29.103
